Parent_Fund_Code,Master_Fund_Code,Trade_Date,Currency,Trans_Type,Amount
="2573 ",="2573",20250410,CDD,RT ,71681
="2573 ",="2573",20250409,USD,RT ,13862.27
="2573 ",="2573",20250409,CDD,WSP,8000
="2573 ",="2573",20250409,CDD,WSR,16141.33
="2573 ",="2573",20250409,USD,WSR,13862.27
="2573 ",="4573",20250409,CDD,PT ,6300
="2573 ",="4573",20250410,CDD,PT ,71040.5
="2573 ",="4573",20250409,CDD,RT ,17480.4
="2573 ",="4573",20250409,CDD,WSP,6300
="2573 ",="4573",20250409,CDD,WSR,17480.4
="2573 ",="473T5",20250409,CDD,RT ,10000
="2573 ",="473T5",20250409,CDD,WSR,10000
="2573 ",="673T8",20250409,CDD,RT ,25.2
="2573 ",="673T8",20250409,CDD,WSR,25.2
="2574 ",="15127",20250409,CDD,RT ,3500
="2574 ",="15127",20250409,CDD,WSR,3500
="2574 ",="16127",20250409,CDD,PT ,1000
="2574 ",="16127",20250409,CDD,RT ,2782.45
="2574 ",="16127",20250410,CDD,RT ,1630
="2574 ",="16127",20250409,CDD,WSP,1000
="2574 ",="16127",20250409,CDD,WSR,2782.45
="2574 ",="174T5",20250409,CDD,RT ,120.99
="2574 ",="174T5",20250409,CDD,WSR,120.99
="2574 ",="18127",20250410,CDD,FEE,-20.02
="2574 ",="18127",20250410,CDD,PT ,200
="2574 ",="18127",20250409,CDD,RT ,1831.52
="2574 ",="18127",20250410,CDD,RT ,3170
="2574 ",="18127",20250409,CDD,WSR,1831.52
="2574 ",="18242",20250409,CDD,PT ,5656.6
="2574 ",="18242",20250409,CDD,WSP,5656.6
="2574 ",="2574",20250409,CDD,PT ,197370.59
="2574 ",="2574",20250410,CDD,PT ,27325.05
="2574 ",="2574",20250409,CDD,RT ,164814.21
="2574 ",="2574",20250410,CDD,RT ,83847
="2574 ",="2574",20250409,CDD,WSP,197370.59
="2574 ",="2574",20250409,CDD,WSR,164814.21
="2574 ",="4574",20250409,CDD,PT ,1318520.44
="2574 ",="4574",20250410,CDD,PT ,346489.72
="2574 ",="4574",20250410,USD,PT ,2.14
="2574 ",="4574",20250409,CDD,RT ,115511.79
="2574 ",="4574",20250410,CDD,RT ,139301.99
="2574 ",="4574",20250409,USD,RT ,25979.32
="2574 ",="4574",20250409,CDD,WSP,1318520.44
="2574 ",="4574",20250409,CDD,WSR,115511.79
="2574 ",="4574",20250409,USD,WSR,25979.32
="2574 ",="5574",20250410,CDD,FEE,-237.08
="2574 ",="5574",20250409,CDD,PT ,3267036.24
="2574 ",="5574",20250410,CDD,PT ,67775.53
="2574 ",="5574",20250409,USD,PT ,931817
="2574 ",="5574",20250409,CDD,RT ,47620.36
="2574 ",="5574",20250410,CDD,RT ,12377.5
="2574 ",="5574",20250409,CDD,WSP,3207036.24
="2574 ",="5574",20250409,USD,WSP,931817
="2574 ",="5574",20250409,CDD,WSR,47620.36
="2574 ",="90001",20250410,CDD,PT ,175
="2574 ",="90001",20250410,CDD,RT ,856.56
="2574 ",="974T8",20250409,CDD,PT ,25000
="2574 ",="974T8",20250409,CDD,RT ,150.69
="2574 ",="974T8",20250409,CDD,WSP,25000
="2574 ",="974T8",20250409,CDD,WSR,150.69
="2575 ",="18130",20250409,CDD,RT ,1205.98
="2575 ",="18130",20250409,CDD,WSR,1205.98
="2575 ",="2575",20250409,CDD,PT ,2400
="2575 ",="2575",20250410,CDD,PT ,3223.4
="2575 ",="2575",20250409,CDD,RT ,654.98
="2575 ",="2575",20250410,CDD,RT ,323.2
="2575 ",="2575",20250409,CDD,WSP,2400
="2575 ",="2575",20250409,CDD,WSR,654.98
="2575 ",="4575",20250409,CDD,PT ,4650
="2575 ",="4575",20250409,CDD,RT ,3982.36
="2575 ",="4575",20250409,CDD,WSP,4650
="2575 ",="4575",20250409,CDD,WSR,3982.36
="2575 ",="5575",20250410,CDD,PT ,1353470.8
="2575 ",="5575",20250410,CDD,RT ,31145.3
="2575 ",="90002",20250410,CDD,PT ,125
="2575 ",="90002",20250409,CDD,RT ,45.35
="2575 ",="90002",20250409,CDD,WSR,45.35
="2578 ",="18149",20250410,CDD,PT ,200
="2578 ",="18149",20250409,CDD,RT ,1528.1
="2578 ",="18149",20250410,CDD,RT ,3768
="2578 ",="18149",20250409,CDD,WSR,1528.1
="2578 ",="18295",20250409,CDD,PT ,1813.83
="2578 ",="18295",20250410,CDD,PT ,2543.92
="2578 ",="18295",20250409,CDD,RT ,1733.83
="2578 ",="18295",20250410,CDD,RT ,2725.29
="2578 ",="18295",20250409,CDD,WSP,1813.83
="2578 ",="18295",20250409,CDD,WSR,1733.83
="2578 ",="2578",20250410,CDD,PT ,450
="2578 ",="2578",20250409,CDD,RT ,89709.48
="2578 ",="2578",20250409,CDD,WSR,89709.48
="2578 ",="4578",20250410,CDD,PT ,1600
="2578 ",="4578",20250409,CDD,RT ,89775.57
="2578 ",="4578",20250410,CDD,RT ,200
="2578 ",="4578",20250409,CDD,WSR,89775.57
="2578 ",="5578",20250409,CDD,RT ,222843.09
="2578 ",="5578",20250410,CDD,RT ,15970.43
="2578 ",="5578",20250409,CDD,WSR,222843.09
="2589 ",="18016",20250410,CDD,RT ,250
="2589 ",="2589",20250409,CDD,PT ,4000
="2589 ",="2589",20250410,CDD,PT ,22696.99
="2589 ",="2589",20250409,CDD,RT ,691.95
="2589 ",="2589",20250410,CDD,RT ,82705.94
="2589 ",="2589",20250409,CDD,WSP,4000
="2589 ",="2589",20250409,CDD,WSR,691.95
="2589 ",="4589",20250409,CDD,PT ,4900
="2589 ",="4589",20250409,CDD,RT ,4229.57
="2589 ",="4589",20250409,CDD,WSP,4900
="2589 ",="4589",20250409,CDD,WSR,4229.57
="2589 ",="5589",20250409,CDD,RT ,13679.09
="2589 ",="5589",20250409,CDD,WSR,13679.09
="2589 ",="90008",20250409,CDD,PT ,105
="2589 ",="90008",20250409,CDD,RT ,402.48
="2589 ",="90008",20250409,CDD,WSP,105
="2589 ",="90008",20250409,CDD,WSR,402.48
="2594 ",="16018",20250410,CDD,PT ,210
="2594 ",="16018",20250409,CDD,RT ,66.86
="2594 ",="16018",20250410,CDD,RT ,35.68
="2594 ",="16018",20250409,CDD,WSR,66.86
="2594 ",="18018",20250410,CDD,PT ,200
="2594 ",="18018",20250409,CDD,RT ,812.77
="2594 ",="18018",20250410,CDD,RT ,470
="2594 ",="18018",20250409,CDD,WSR,812.77
="2594 ",="2594",20250409,CDD,PT ,50
="2594 ",="2594",20250410,CDD,PT ,47911.8
="2594 ",="2594",20250409,CDD,RT ,5838.7
="2594 ",="2594",20250410,CDD,RT ,160904.39
="2594 ",="2594",20250409,CDD,WSP,50
="2594 ",="2594",20250409,CDD,WSR,5838.7
="2594 ",="4594",20250409,CDD,RT ,571.38
="2594 ",="4594",20250409,CDD,WSR,571.38
="2594 ",="5594",20250410,CDD,PT ,5727.54
="2594 ",="5594",20250409,CDD,RT ,193800.38
="2594 ",="5594",20250410,CDD,RT ,5803.26
="2594 ",="5594",20250409,CDD,WSR,37441.53
="2594 ",="90011",20250409,CDD,RT ,38811.01
="2594 ",="90011",20250409,CDD,WSR,38811.01
="2600 ",="15052",20250409,CDD,RT ,665.81
="2600 ",="15052",20250409,CDD,WSR,665.81
="2600 ",="16052",20250409,CDD,RT ,1668.94
="2600 ",="16052",20250410,CDD,RT ,835.98
="2600 ",="16052",20250409,CDD,WSR,1668.94
="2600 ",="18052",20250409,CDD,RT ,4380.11
="2600 ",="18052",20250410,CDD,RT ,938.98
="2600 ",="18052",20250409,CDD,WSR,4380.11
="2600 ",="2600",20250409,CDD,PT ,48607.1
="2600 ",="2600",20250410,CDD,PT ,111637.88
="2600 ",="2600",20250409,CDD,RT ,189786.81
="2600 ",="2600",20250410,CDD,RT ,135427.45
="2600 ",="2600",20250409,CDD,WSP,30060
="2600 ",="2600",20250409,CDD,WSR,189786.81
="2600 ",="4600",20250410,CDD,PT ,649.95
="2600 ",="4600",20250409,CDD,RT ,26693.47
="2600 ",="4600",20250410,CDD,RT ,5200
="2600 ",="4600",20250409,CDD,WSR,26693.47
="2600 ",="5602",20250409,CDD,PT ,32362.27
="2600 ",="5602",20250410,CDD,PT ,0.76
="2600 ",="5602",20250409,CDD,RT ,68809.36
="2600 ",="5602",20250410,CDD,RT ,1884.08
="2601 ",="15051",20250409,CDD,RT ,1025
="2601 ",="15051",20250409,CDD,WSR,1025
="2601 ",="16051",20250410,CDD,PT ,100
="2601 ",="16051",20250410,CDD,RT ,228.77
="2601 ",="18051",20250410,CDD,FEE,-30.73
="2601 ",="18051",20250410,CDD,PT ,200
="2601 ",="18051",20250409,CDD,RT ,1381.75
="2601 ",="18051",20250410,CDD,RT ,46831.78
="2601 ",="18051",20250409,CDD,WSR,1381.75
="2601 ",="2601",20250409,CDD,PT ,156151.7
="2601 ",="2601",20250410,CDD,PT ,755468.32
="2601 ",="2601",20250407,CDD,RT ,-175.46
="2601 ",="2601",20250409,CDD,RT ,148272.22
="2601 ",="2601",20250410,CDD,RT ,1156163.09
="2601 ",="2601",20250409,CDD,WSP,133857.32
="2601 ",="2601",20250409,CDD,WSR,148272.22
="2601 ",="4601",20250410,CDD,FEE,-20.47
="2601 ",="4601",20250408,CDD,PT ,28129.96
="2601 ",="4601",20250409,CDD,PT ,14200
="2601 ",="4601",20250410,CDD,PT ,224047.57
="2601 ",="4601",20250409,CDD,RT ,11888.93
="2601 ",="4601",20250410,CDD,RT ,97201.53
="2601 ",="4601",20250409,CDD,WSP,14200
="2601 ",="4601",20250409,CDD,WSR,11888.93
="2601 ",="5601",20250410,CDD,PT ,11840.22
="2601 ",="5601",20250409,CDD,RT ,186722.95
="2601 ",="5601",20250410,CDD,RT ,802.36
="2601 ",="90151",20250409,CDD,RT ,54687.62
="2601 ",="90151",20250410,CDD,RT ,173.63
="2601 ",="90151",20250409,CDD,WSR,54687.62
="2602 ",="16054",20250409,CDD,RT ,671.16
="2602 ",="16054",20250409,CDD,WSR,671.16
="2602 ",="18054",20250410,CDD,PT ,150
="2602 ",="18054",20250409,CDD,RT ,3348.68
="2602 ",="18054",20250409,CDD,WSR,3348.68
="2602 ",="2602",20250228,CDD,PT ,-640
="2602 ",="2602",20250328,CDD,PT ,-0.11
="2602 ",="2602",20250408,CDD,PT ,1400
="2602 ",="2602",20250409,CDD,PT ,15503.49
="2602 ",="2602",20250410,CDD,PT ,394774.31
="2602 ",="2602",20250409,CDD,RT ,139223.54
="2602 ",="2602",20250410,CDD,RT ,322825.92
="2602 ",="2602",20250409,CDD,WSP,3765.05
="2602 ",="2602",20250409,CDD,WSR,94410.78
="2602 ",="4602",20250409,CDD,PT ,196
="2602 ",="4602",20250410,CDD,PT ,1117.22
="2602 ",="4602",20250409,CDD,RT ,38708.54
="2602 ",="4602",20250409,CDD,WSP,196
="2602 ",="4602",20250409,CDD,WSR,38708.54
="2602 ",="5600",20250410,CDD,PT ,21146.83
="2602 ",="5600",20250409,CDD,RT ,111420.41
="2602 ",="5600",20250409,CDD,WSR,54993.47
="2603 ",="16056",20250409,CDD,RT ,2681.25
="2603 ",="16056",20250409,CDD,WSR,2681.25
="2603 ",="2603",20241220,CDD,DR ,3706.91
="2603 ",="2603",20230623,CDD,PT ,0.74
="2603 ",="2603",20230922,CDD,PT ,4.56
="2603 ",="2603",20231213,CDD,PT ,3.71
="2603 ",="2603",20240322,CDD,PT ,5.07
="2603 ",="2603",20240621,CDD,PT ,5.76
="2603 ",="2603",20240816,CDD,PT ,-240
="2603 ",="2603",20240927,CDD,PT ,6.38
="2603 ",="2603",20241212,CDD,PT ,5.33
="2603 ",="2603",20250228,CDD,PT ,10000
="2603 ",="2603",20250328,CDD,PT ,8.13
="2603 ",="2603",20250409,CDD,PT ,23991.05
="2603 ",="2603",20250410,CDD,PT ,55858.4
="2603 ",="2603",20250228,CDD,RT ,10000
="2603 ",="2603",20250407,CDD,RT ,1400
="2603 ",="2603",20250409,CDD,RT ,134835.84
="2603 ",="2603",20250410,CDD,RT ,68077.07
="2603 ",="2603",20250409,CDD,WSP,14530.03
="2603 ",="2603",20250409,CDD,WSR,134835.84
="2603 ",="4603",20250409,CDD,PT ,2653.84
="2603 ",="4603",20250410,CDD,PT ,36368.25
="2603 ",="4603",20250409,CDD,RT ,2960.6
="2603 ",="4603",20250409,CDD,WSP,2100
="2603 ",="4603",20250409,CDD,WSR,2960.6
="2603 ",="5603",20250410,CDD,PT ,22429.5
="2603 ",="5603",20250409,CDD,RT ,73901.9
="2603 ",="5603",20250409,CDD,WSR,42927.84
="2603 ",="90156",20250410,CDD,PT ,150
="2634 ",="16082",20250409,CDD,RT ,2948
="2634 ",="16082",20250409,CDD,WSR,2948
="2634 ",="18082",20250409,CDD,RT ,179.76
="2634 ",="18082",20250410,CDD,RT ,480
="2634 ",="18082",20250409,CDD,WSR,179.76
="2634 ",="2634",20250409,CDD,PT ,80232.35
="2634 ",="2634",20250410,CDD,PT ,844
="2634 ",="2634",20250409,CDD,RT ,32639.21
="2634 ",="2634",20250410,CDD,RT ,952.11
="2634 ",="2634",20250409,CDD,WSP,80232.35
="2634 ",="2634",20250409,CDD,WSR,32639.21
="2634 ",="4634",20250409,CDD,RT ,8850.04
="2634 ",="4634",20250409,CDD,WSR,8850.04
="2634 ",="5634",20250409,CDD,PT ,250
="2634 ",="5634",20250409,CDD,RT ,949703.87
="2634 ",="5634",20250410,CDD,RT ,4258.07
="2634 ",="5634",20250409,CDD,WSR,425.85
="2634 ",="90173",20250409,CDD,RT ,24
="2634 ",="90173",20250409,CDD,WSR,24
="2639 ",="16066",20250410,CDD,PT ,286.54
="2639 ",="16066",20250409,CDD,RT ,2994.17
="2639 ",="16066",20250410,CDD,RT ,40410.32
="2639 ",="16066",20250409,CDD,WSR,2994.17
="2639 ",="2639",20250409,CDD,PT ,44238.12
="2639 ",="2639",20250410,CDD,PT ,17849.65
="2639 ",="2639",20250409,CDD,RT ,47563.99
="2639 ",="2639",20250410,CDD,RT ,50157.2
="2639 ",="2639",20250409,CDD,WSP,44238.12
="2639 ",="2639",20250409,CDD,WSR,47563.99
="2639 ",="2939",20250409,CDD,PT ,7000
="2639 ",="2939",20250410,CDD,PT ,133
="2639 ",="2939",20250409,CDD,RT ,24995.98
="2639 ",="2939",20250410,CDD,RT ,2969.62
="2639 ",="2939",20250409,CDD,WSP,7000
="2639 ",="2939",20250409,CDD,WSR,24995.98
="2639 ",="4639",20250409,CDD,PT ,50
="2639 ",="4639",20250410,CDD,PT ,55554.94
="2639 ",="4639",20250409,CDD,RT ,143229.05
="2639 ",="4639",20250410,CDD,RT ,54747.84
="2639 ",="4639",20250409,CDD,WSP,50
="2639 ",="4639",20250409,CDD,WSR,143229.05
="2639 ",="4939",20250409,CDD,PT ,15000
="2639 ",="4939",20250410,CDD,PT ,0.65
="2639 ",="4939",20250409,CDD,RT ,300
="2639 ",="4939",20250409,CDD,WSP,15000
="2639 ",="4939",20250409,CDD,WSR,300
="2639 ",="5639",20250409,CDD,PT ,671.78
="2639 ",="5639",20250410,CDD,PT ,50.85
="2639 ",="5639",20250409,CDD,RT ,55700.4
="2639 ",="5639",20250410,CDD,RT ,496252.82
="2639 ",="5639",20250409,CDD,WSR,38052.72
="2642 ",="142T5",20250409,CDD,RT ,21312.46
="2642 ",="142T5",20250409,CDD,WSR,21312.46
="2642 ",="16014",20250410,CDD,RT ,681.72
="2642 ",="18014",20250410,CDD,FEE,-29.02
="2642 ",="18014",20250409,CDD,RT ,26167
="2642 ",="18014",20250410,CDD,RT ,225
="2642 ",="18014",20250409,CDD,WSR,26167
="2642 ",="18214",20250410,CDD,PT ,3454.63
="2642 ",="18214",20250410,CDD,RT ,41.51
="2642 ",="2642",20250409,CDD,PT ,1200
="2642 ",="2642",20250410,CDD,PT ,20067.56
="2642 ",="2642",20250409,CDD,RT ,36148.03
="2642 ",="2642",20250410,CDD,RT ,21092.14
="2642 ",="2642",20250409,CDD,WSP,1200
="2642 ",="2642",20250409,CDD,WSR,36148.03
="2642 ",="4642",20250409,CDD,PT ,200
="2642 ",="4642",20250410,CDD,PT ,1100
="2642 ",="4642",20250409,CDD,RT ,67987.21
="2642 ",="4642",20250410,CDD,RT ,2800
="2642 ",="4642",20250409,CDD,WSP,200
="2642 ",="4642",20250409,CDD,WSR,67987.21
="2642 ",="5642",20250410,CDD,PT ,311189.63
="2642 ",="5642",20250410,CDD,RT ,3654.45
="2642 ",="90005",20250410,CDD,RT ,856.58
="2643 ",="2643",20250409,CDD,RT ,396.56
="2643 ",="2643",20250409,CDD,WSR,396.56
="2643 ",="4643",20250409,CDD,RT ,67.5
="2643 ",="4643",20250409,CDD,WSR,67.5
="277  ",="16123",20250409,CDD,RT ,400
="277  ",="16123",20250409,CDD,WSR,400
="277  ",="257",20250409,CDD,PT ,2000
="277  ",="257",20250409,CDD,RT ,210
="277  ",="257",20250409,CDD,WSP,2000
="277  ",="257",20250409,CDD,WSR,210
="277  ",="277",20250410,CDD,PT ,50
="277  ",="5318",20250410,CDD,PT ,3553441.56
="277  ",="5318",20250409,CDD,RT ,112.99
="277  ",="90113",20250410,CDD,RT ,272.7
="279  ",="15010",20250409,CDD,PT ,1200
="279  ",="15010",20250409,CDD,WSP,1200
="279  ",="18010",20250410,CDD,PT ,200
="279  ",="18296",20250410,CDD,RT ,948.43
="279  ",="263",20250410,CDD,RT ,193.18
="279  ",="279",20250410,CDD,PT ,3554.09
="279  ",="279",20250410,CDD,RT ,46108.61
="279  ",="5328",20250410,CDD,PT ,924.75
="279  ",="5328",20250409,CDD,RT ,942.24
="279  ",="5328",20250410,CDD,RT ,2039.83
="279  ",="5328",20250409,CDD,WSR,942.24
="281  ",="281",20250409,CDD,PT ,55271.08
="281  ",="281",20250410,CDD,PT ,246.9
="281  ",="281",20250409,CDD,RT ,918.19
="281  ",="281",20250410,CDD,RT ,2153.94
="281  ",="281",20250409,CDD,WSP,55165
="281  ",="281",20250409,CDD,WSR,918.19
="281  ",="453",20250408,CDD,PT ,9000
="281  ",="453",20250409,CDD,PT ,2500
="281  ",="453",20250409,CDD,RT ,1150
="281  ",="453",20250409,USD,RT ,100
="281  ",="453",20250409,CDD,WSP,2500
="281  ",="453",20250409,CDD,WSR,1150
="281  ",="453",20250409,USD,WSR,100
="297  ",="13649",20250409,CDD,PT ,2228.54
="297  ",="13649",20250409,CDD,WSP,2228.54
="297  ",="18121",20250409,CDD,RT ,1146.77
="297  ",="18121",20250409,CDD,WSR,1146.77
="297  ",="5325",20250409,CDD,RT ,893.85
="47600",="2359",20250409,CDD,PT ,27093.11
="47600",="2359",20250410,CDD,PT ,25
="47600",="2359",20250409,CDD,RT ,64875.56
="47600",="2359",20250410,CDD,RT ,9418.15
="47600",="2359",20250409,CDD,WSP,27093.11
="47600",="2359",20250409,CDD,WSR,64875.56
="47600",="4359",20250409,CDD,PT ,136443.2
="47600",="4359",20250410,CDD,PT ,72580.82
="47600",="4359",20250409,CDD,RT ,934090.85
="47600",="4359",20250410,CDD,RT ,127158
="47600",="4359",20250409,CDD,WSP,136443.2
="47600",="4359",20250409,CDD,WSR,934090.85
="47600",="4461",20250409,USD,PT ,2311893
="47600",="4461",20250409,USD,RT ,2633.18
="47600",="4461",20250409,USD,WSP,2311893
="47600",="4461",20250409,USD,WSR,2633.18
="47600",="47700",20250410,CDD,PT ,119082.51
="47600",="47700",20250410,CDD,RT ,119082.51
="47600",="5359",20250410,CDD,FEE,-71.51
="47600",="5359",20250409,CDD,PT ,504889.54
="47600",="5359",20250409,CDD,RT ,29655.09
="47600",="5359",20250410,CDD,RT ,2083.14
="47600",="5359",20250409,CDD,WSP,504889.54
="47600",="5359",20250409,CDD,WSR,29655.09
="47600",="9359",20250410,CDD,PT ,8364.33
="47600",="9359",20250409,CDD,RT ,20851.7
="47600",="9359",20250410,CDD,RT ,17840.88
="47600",="9359",20250409,CDD,WSR,20851.7
="50003",="50003",20250410,CDD,PT ,11217.36
="50003",="50003",20250410,CDD,RT ,11117.36
="50003",="58003",20250410,CDD,PT ,25000
="50005",="18029",20250410,CDD,RT ,19725.24
="50005",="50005",20250409,CDD,RT ,172.25
="50005",="50005",20250409,CDD,WSR,172.25
="50005",="54005",20250410,CDD,PT ,0.26
="50005",="54005",20250409,CDD,RT ,600
="50005",="54005",20250410,CDD,RT ,595.67
="50005",="54005",20250409,CDD,WSR,600
="50017",="50017",20250409,CDD,PT ,6000
="50017",="50017",20250409,CDD,RT ,37262.64
="50017",="50017",20250410,CDD,RT ,10206.28
="50017",="50017",20250409,CDD,WSP,6000
="50017",="50017",20250409,CDD,WSR,37262.64
="50017",="54017",20250409,CDD,PT ,7500
="50017",="54017",20250410,CDD,PT ,3.91
="50017",="54017",20250409,CDD,RT ,11485.44
="50017",="54017",20250410,CDD,RT ,170
="50017",="54017",20250409,CDD,WSP,7500
="50017",="54017",20250409,CDD,WSR,11485.44
="50019",="50019",20250228,CDD,DR ,-302.23
="50019",="50019",20250328,CDD,DR ,-254.68
="50019",="50019",20250401,CDD,DR ,551.03
="50019",="50019",20250410,CDD,DR ,54.3
="50019",="50019",20250410,CDD,PT ,259560.33
="50019",="50019",20250227,CDD,RT ,6325
="50019",="50019",20250326,CDD,RT ,-6325
="50019",="50019",20250401,CDD,RT ,-5.87999999997555
="50019",="50019",20250410,CDD,RT ,285147.13
="50019",="54019",20250410,CDD,DR ,138.5
="50019",="54019",20250410,CDD,PT ,1309449.51
="50019",="54019",20250410,CDD,RT ,663181.4
="50019",="55019",20250410,CDD,PT ,112752.05
="50019",="55019",20250410,CDD,RT ,13000
="50019",="58019",20250410,CDD,RT ,48000
="50019",="9347",20250410,CDD,DR ,1.67
="50019",="9347",20250410,CDD,RT ,2698.09
="50021",="50021",20250409,CDD,PT ,7055.39
="50021",="50021",20250409,CDD,RT ,34048.18
="50021",="50021",20250409,CDD,WSP,7000
="50021",="50021",20250409,CDD,WSR,34048.18
="50021",="54021",20250409,CDD,PT ,8975.22
="50021",="54021",20250410,CDD,PT ,475
="50021",="54021",20250409,CDD,RT ,6663.48
="50021",="54021",20250409,CDD,WSP,8975.22
="50021",="54021",20250409,CDD,WSR,6663.48
="50021",="55021",20250410,CDD,PT ,134.4
="50037",="123T5",20250409,CDD,RT ,140.74
="50037",="123T5",20250409,CDD,WSR,140.74
="50037",="15426",20250409,CDD,RT ,2020.78
="50037",="15426",20250409,CDD,WSR,2020.78
="50037",="16028",20250410,CDD,PT ,186.2
="50037",="18028",20250409,CDD,RT ,1790.02
="50037",="18028",20250409,CDD,WSR,1790.02
="50037",="423T5",20250409,CDD,PT ,800
="50037",="423T5",20250409,CDD,WSP,800
="50037",="50037",20250409,CDD,PT ,25214.24
="50037",="50037",20250410,CDD,PT ,1660.93
="50037",="50037",20250409,CDD,RT ,18646.45
="50037",="50037",20250410,CDD,RT ,69832.74
="50037",="50037",20250409,CDD,WSP,25100
="50037",="50037",20250409,CDD,WSR,18646.45
="50037",="54037",20250409,CDD,PT ,2000
="50037",="54037",20250410,CDD,PT ,202378.36
="50037",="54037",20250409,CDD,RT ,66070.17
="50037",="54037",20250410,CDD,RT ,300
="50037",="54037",20250409,USD,RT ,40000
="50037",="54037",20250409,CDD,WSP,2000
="50037",="54037",20250409,CDD,WSR,66070.17
="50037",="54037",20250409,USD,WSR,40000
="50037",="55037",20250409,CDD,PT ,2650.02
="50037",="55037",20250409,CDD,RT ,4933.16
="50037",="55037",20250410,CDD,RT ,973.45
="50037",="55037",20250409,CDD,WSP,2650.02
="50037",="55037",20250409,CDD,WSR,4933.16
="50037",="633T8",20250410,CDD,PT ,0.08
="50037",="633T8",20250409,CDD,RT ,254.7
="50037",="633T8",20250410,CDD,RT ,8515.01
="50037",="633T8",20250409,CDD,WSR,254.7
="5004 ",="5004",20250409,CDD,RT ,631.96
="5004 ",="5004",20250409,CDD,WSR,631.96
="50043",="50043",20250409,CDD,PT ,63750
="50043",="50043",20250410,CDD,PT ,859.4
="50043",="50043",20250409,CDD,RT ,59806.02
="50043",="50043",20250410,CDD,RT ,3.45
="50043",="50043",20250409,CDD,WSP,63750
="50043",="50043",20250409,CDD,WSR,59806.02
="50043",="54043",20250409,CDD,PT ,257530.44
="50043",="54043",20250409,CDD,RT ,1225129.68
="50043",="54043",20250410,CDD,RT ,193.53
="50043",="54043",20250409,CDD,WSP,257530.44
="50043",="54043",20250409,CDD,WSR,1225129.68
="50049",="50049",20250410,CDD,PT ,50
="50049",="50049",20250409,CDD,RT ,2763.71
="50049",="50049",20250410,CDD,RT ,598.9
="50049",="50049",20250409,CDD,WSR,2763.71
="50049",="54049",20250409,CDD,PT ,55000
="50049",="54049",20250409,CDD,RT ,41338.37
="50049",="54049",20250409,CDD,WSP,55000
="50049",="54049",20250409,CDD,WSR,41338.37
="50050",="50050",20250409,CDD,PT ,50
="50050",="50050",20250410,CDD,PT ,150
="50050",="50050",20250409,CDD,RT ,85257.81
="50050",="50050",20250410,CDD,RT ,1757.84
="50050",="50050",20250409,CDD,WSP,50
="50050",="50050",20250409,CDD,WSR,85257.81
="50050",="51050",20250409,CDD,RT ,526.38
="50050",="51050",20250409,CDD,WSR,526.38
="50050",="54050",20250410,CDD,PT ,7920
="50050",="54050",20250409,CDD,RT ,53135.82
="50050",="54050",20250409,CDD,WSR,53135.82
="50051",="50051",20250409,CDD,PT ,100
="50051",="50051",20250410,CDD,PT ,8872.11
="50051",="50051",20250409,CDD,RT ,82116.26
="50051",="50051",20250410,CDD,RT ,8417.11
="50051",="50051",20250409,CDD,WSP,100
="50051",="50051",20250409,CDD,WSR,82116.26
="50051",="54051",20250409,CDD,RT ,117301.83
="50051",="54051",20250409,CDD,WSR,117301.83
="50051",="54651",20250409,CDD,RT ,1890
="50051",="54651",20250409,CDD,WSR,1890
="50052",="50052",20250410,CDD,PT ,4926.4
="50052",="50052",20250409,CDD,RT ,400
="50052",="50052",20250409,CDD,WSR,400
="50052",="54052",20250409,CDD,RT ,280
="50052",="54052",20250409,CDD,WSR,280
="50056",="54056",20250409,CDD,PT ,1200
="50056",="54056",20250409,CDD,RT ,1431.53
="50056",="54056",20250409,CDD,WSP,1200
="50056",="54056",20250409,CDD,WSR,1431.53
="50057",="50057",20250410,CDD,RT ,320
="5009 ",="5009",20250409,CDD,RT ,157.76
="5009 ",="5009",20250409,CDD,WSR,157.76
="50101",="50101",20250409,CDD,PT ,824437.27
="50101",="50101",20250410,CDD,PT ,183374.16
="50101",="50101",20250409,CDD,RT ,103929.37
="50101",="50101",20250410,CDD,RT ,115406.82
="50101",="50101",20250409,CDD,WSP,824437.27
="50101",="50101",20250409,CDD,WSR,103929.37
="50101",="54101",20250410,CDD,FEE,-32.04
="50101",="54101",20250409,CDD,PT ,683740.35
="50101",="54101",20250410,CDD,PT ,722190.82
="50101",="54101",20250409,CDD,RT ,1454670.8
="50101",="54101",20250410,CDD,RT ,1018116.39
="50101",="54101",20250409,CDD,WSP,683740.35
="50101",="54101",20250409,CDD,WSR,1454670.8
="50101",="54102",20250409,USD,PT ,2200
="50101",="54102",20250410,USD,PT ,2000
="50101",="54102",20250409,USD,RT ,16562.42
="50101",="54102",20250409,USD,WSP,2200
="50101",="54102",20250409,USD,WSR,16562.42
="50101",="9316",20250409,CDD,PT ,549.48
="50203",="50203",20240102,CDD,PT ,5503.48
="50203",="50203",20250409,CDD,PT ,6188.72
="50203",="50203",20250410,CDD,PT ,7741.95
="50203",="50203",20240102,CDD,RT ,5503.48
="50203",="50203",20250409,CDD,RT ,51361.9
="50203",="50203",20250410,CDD,RT ,7781.62
="50203",="50203",20250409,CDD,WSP,6050
="50203",="50203",20250409,CDD,WSR,51361.9
="50203",="54203",20250409,CDD,PT ,2100
="50203",="54203",20250409,CDD,RT ,35101.85
